timestamp,solar_irradiance_wm2,ambient_temperature_c,panel_temperature_c,cloud_cover_percent,power_generation_kw
2025-02-23 12:00:00,708.04,43.64,52.49,10.43,127.67
2025-02-23 13:00:00,826.06,26.4,36.73,46.96,108.82
2025-02-23 14:00:00,782.43,25.09,34.87,23.79,111.71
2025-02-23 15:00:00,674.09,37.87,46.29,13.05,126.7
2025-02-23 16:00:00,427.81,28.28,33.63,36.47,55.3
2025-02-23 17:00:00,229.57,40.37,43.24,49.12,26.92
2025-02-23 18:00:00,0.0,27.33,27.33,9.54,0.0
2025-02-23 19:00:00,0.0,27.6,27.6,31.87,0.0
2025-02-23 20:00:00,0.0,22.74,22.74,29.13,0.0
2025-02-23 21:00:00,0.0,31.87,31.87,29.07,0.0
2025-02-23 22:00:00,0.0,29.55,29.55,10.9,0.0
2025-02-23 23:00:00,0.0,25.63,25.63,18.08,0.0
2025-02-24 00:00:00,0.0,22.5,22.5,26.32,0.0
2025-02-24 01:00:00,0.0,17.14,17.14,30.42,0.0
2025-02-24 02:00:00,0.0,33.16,33.16,41.26,0.0
2025-02-24 03:00:00,0.0,20.41,20.41,9.15,0.0
2025-02-24 04:00:00,0.0,28.12,28.12,0.65,0.0
2025-02-24 05:00:00,0.0,18.38,18.38,17.68,0.0
2025-02-24 06:00:00,0.0,29.51,29.51,10.08,0.0
2025-02-24 07:00:00,218.11,46.75,49.48,8.74,47.89
2025-02-24 08:00:00,471.68,28.62,34.52,36.3,74.55
2025-02-24 09:00:00,610.89,36.13,43.77,45.23,87.24
2025-02-24 10:00:00,645.85,27.2,35.27,12.09,84.67
2025-02-24 11:00:00,718.56,24.84,33.82,25.41,115.75
2025-02-24 12:00:00,802.93,37.73,47.77,29.19,106.63
2025-02-24 13:00:00,916.25,31.17,42.63,55.04,113.48
2025-02-24 14:00:00,744.21,34.96,44.26,16.83,104.6
2025-02-24 15:00:00,587.41,27.0,34.34,4.09,103.54
2025-02-24 16:00:00,273.27,32.39,35.8,35.78,45.38
2025-02-24 17:00:00,210.3,25.35,27.98,34.12,30.73
2025-02-24 18:00:00,0.0,29.2,29.2,14.76,0.0
2025-02-24 19:00:00,0.0,26.44,26.44,17.08,0.0
2025-02-24 20:00:00,0.0,20.84,20.84,29.34,0.0
2025-02-24 21:00:00,0.0,32.11,32.11,19.18,0.0
2025-02-24 22:00:00,0.0,22.24,22.24,13.51,0.0
2025-02-24 23:00:00,0.0,23.87,23.87,17.27,0.0
2025-02-25 00:00:00,0.0,29.4,29.4,14.1,0.0
2025-02-25 01:00:00,0.0,24.83,24.83,54.03,0.0
2025-02-25 02:00:00,0.0,19.38,19.38,35.2,0.0
2025-02-25 03:00:00,0.0,23.44,23.44,18.78,0.0
2025-02-25 04:00:00,0.0,27.49,27.49,13.17,0.0
2025-02-25 05:00:00,0.0,21.95,21.95,23.06,0.0
2025-02-25 06:00:00,0.0,32.27,32.27,9.61,0.0
2025-02-25 07:00:00,180.67,29.82,32.07,40.92,23.64
2025-02-25 08:00:00,411.99,33.86,39.01,14.55,74.29
2025-02-25 09:00:00,495.81,34.91,41.11,37.05,72.35
2025-02-25 10:00:00,779.1,28.95,38.69,26.01,111.93
2025-02-25 11:00:00,743.39,31.53,40.82,37.45,91.65
2025-02-25 12:00:00,796.85,29.74,39.7,15.24,130.08
2025-02-25 13:00:00,799.3,27.65,37.64,27.44,136.21
2025-02-25 14:00:00,768.59,27.03,36.64,51.8,85.54
2025-02-25 15:00:00,592.76,32.95,40.36,4.65,99.02
2025-02-25 16:00:00,375.42,24.76,29.45,49.06,53.86
2025-02-25 17:00:00,206.87,30.54,33.12,28.87,31.92
2025-02-25 18:00:00,0.0,17.68,17.68,6.53,0.0
2025-02-25 19:00:00,0.0,24.88,24.88,15.27,0.0
2025-02-25 20:00:00,0.0,26.65,26.65,59.29,0.0
2025-02-25 21:00:00,0.0,15.8,15.8,12.06,0.0
2025-02-25 22:00:00,0.0,22.84,22.84,14.66,0.0
2025-02-25 23:00:00,0.0,20.92,20.92,42.61,0.0
2025-02-26 00:00:00,0.0,30.17,30.17,20.23,0.0
2025-02-26 01:00:00,0.0,21.76,21.76,14.68,0.0
2025-02-26 02:00:00,0.0,21.61,21.61,16.07,0.0
2025-02-26 03:00:00,0.0,19.47,19.47,29.29,0.0
2025-02-26 04:00:00,0.0,27.98,27.98,47.75,0.0
2025-02-26 05:00:00,0.0,21.08,21.08,19.34,0.0
2025-02-26 06:00:00,0.0,34.52,34.52,19.35,0.0
2025-02-26 07:00:00,227.61,37.07,39.92,13.89,44.54
2025-02-26 08:00:00,398.38,37.95,42.92,7.64,74.37
2025-02-26 09:00:00,596.35,27.58,35.03,46.64,75.57
2025-02-26 10:00:00,726.66,19.62,28.7,5.89,135.19
2025-02-26 11:00:00,852.65,32.31,42.97,38.72,107.21
2025-02-26 12:00:00,953.27,30.52,42.44,42.39,137.05
2025-02-26 13:00:00,739.07,21.56,30.79,26.01,98.71
2025-02-26 14:00:00,817.59,21.47,31.69,37.53,144.8
2025-02-26 15:00:00,479.04,28.26,34.25,26.27,77.39
2025-02-26 16:00:00,450.17,32.09,37.72,42.91,56.91
2025-02-26 17:00:00,237.55,26.17,29.14,26.98,33.28
2025-02-26 18:00:00,0.0,34.52,34.52,3.32,0.0
2025-02-26 19:00:00,0.0,21.8,21.8,26.73,0.0
2025-02-26 20:00:00,0.0,21.28,21.28,20.66,0.0
2025-02-26 21:00:00,0.0,16.11,16.11,57.8,0.0
2025-02-26 22:00:00,0.0,22.41,22.41,39.32,0.0
2025-02-26 23:00:00,0.0,27.91,27.91,15.59,0.0
2025-02-27 00:00:00,0.0,28.66,28.66,31.03,0.0
2025-02-27 01:00:00,0.0,28.34,28.34,14.59,0.0
2025-02-27 02:00:00,0.0,22.92,22.92,16.94,0.0
2025-02-27 03:00:00,0.0,17.28,17.28,5.73,0.0
2025-02-27 04:00:00,0.0,29.86,29.86,10.88,0.0
2025-02-27 05:00:00,0.0,23.12,23.12,33.45,0.0
2025-02-27 06:00:00,0.0,22.42,22.42,35.67,0.0
2025-02-27 07:00:00,196.07,33.27,35.72,40.5,23.61
2025-02-27 08:00:00,483.48,34.58,40.62,20.29,88.26
2025-02-27 09:00:00,615.71,24.59,32.28,2.85,135.22
2025-02-27 10:00:00,757.16,29.47,38.93,35.79,99.32
2025-02-27 11:00:00,795.12,32.85,42.79,8.36,117.95
2025-02-27 12:00:00,906.51,28.75,40.09,3.48,191.32
2025-02-27 13:00:00,772.37,27.09,36.74,7.38,124.38
2025-02-27 14:00:00,678.52,37.53,46.01,8.22,130.13
2025-02-27 15:00:00,613.69,33.25,40.92,33.05,85.62
2025-02-27 16:00:00,403.83,31.8,36.85,19.7,71.26
2025-02-27 17:00:00,221.29,33.6,36.37,41.28,28.45
2025-02-27 18:00:00,0.0,35.46,35.46,45.46,0.0
2025-02-27 19:00:00,0.0,24.6,24.6,71.53,0.0
2025-02-27 20:00:00,0.0,25.78,25.78,67.4,0.0
2025-02-27 21:00:00,0.0,26.04,26.04,34.76,0.0
2025-02-27 22:00:00,0.0,18.44,18.44,47.02,0.0
2025-02-27 23:00:00,0.0,21.94,21.94,24.42,0.0
2025-02-28 00:00:00,0.0,30.55,30.55,32.63,0.0
2025-02-28 01:00:00,0.0,25.18,25.18,21.46,0.0
2025-02-28 02:00:00,0.0,26.58,26.58,18.88,0.0
2025-02-28 03:00:00,0.0,21.09,21.09,28.67,0.0
2025-02-28 04:00:00,0.0,21.98,21.98,21.33,0.0
2025-02-28 05:00:00,0.0,20.81,20.81,13.84,0.0
2025-02-28 06:00:00,0.0,29.83,29.83,36.5,0.0
2025-02-28 07:00:00,221.72,43.26,46.03,51.61,29.03
2025-02-28 08:00:00,498.96,39.86,46.1,18.91,70.36
2025-02-28 09:00:00,628.08,36.19,44.04,40.04,78.02
2025-02-28 10:00:00,645.74,31.19,39.26,9.85,128.89
2025-02-28 11:00:00,756.65,24.3,33.75,79.77,70.02
2025-02-28 12:00:00,581.59,41.55,48.82,39.78,69.92
2025-02-28 13:00:00,878.0,21.58,32.55,64.07,101.89
2025-02-28 14:00:00,716.36,28.44,37.39,24.8,116.37
2025-02-28 15:00:00,596.99,25.76,33.22,38.6,77.56
2025-02-28 16:00:00,375.08,31.35,36.04,16.77,63.14
2025-02-28 17:00:00,196.8,30.9,33.36,20.46,33.39
2025-02-28 18:00:00,0.0,40.86,40.86,37.14,0.0
2025-02-28 19:00:00,0.0,27.45,27.45,14.39,0.0
2025-02-28 20:00:00,0.0,29.34,29.34,17.9,0.0
2025-02-28 21:00:00,0.0,23.49,23.49,47.01,0.0
2025-02-28 22:00:00,0.0,21.92,21.92,6.43,0.0
2025-02-28 23:00:00,0.0,28.32,28.32,38.03,0.0
2025-03-01 00:00:00,0.0,28.65,28.65,17.98,0.0
2025-03-01 01:00:00,0.0,15.33,15.33,31.54,0.0
2025-03-01 02:00:00,0.0,27.28,27.28,13.99,0.0
2025-03-01 03:00:00,0.0,26.66,26.66,13.53,0.0
2025-03-01 04:00:00,0.0,23.36,23.36,32.25,0.0
2025-03-01 05:00:00,0.0,23.27,23.27,40.54,0.0
2025-03-01 06:00:00,0.0,28.78,28.78,21.14,0.0
2025-03-01 07:00:00,246.26,33.51,36.59,33.01,36.13
2025-03-01 08:00:00,443.0,31.38,36.92,1.9,71.26
2025-03-01 09:00:00,607.47,29.85,37.44,5.02,101.6
2025-03-01 10:00:00,798.45,19.13,29.11,11.6,124.42
2025-03-01 11:00:00,772.84,35.27,44.93,30.79,115.01
2025-03-01 12:00:00,982.17,28.46,40.74,67.95,108.93
2025-03-01 13:00:00,800.71,36.73,46.74,26.84,101.95
2025-03-01 14:00:00,891.4,22.03,33.17,19.43,145.45
2025-03-01 15:00:00,733.43,35.68,44.85,21.65,113.91
2025-03-01 16:00:00,440.8,30.22,35.73,50.11,63.32
2025-03-01 17:00:00,235.61,25.19,28.14,64.22,23.02
2025-03-01 18:00:00,0.0,25.9,25.9,37.35,0.0
2025-03-01 19:00:00,0.0,23.38,23.38,32.35,0.0
2025-03-01 20:00:00,0.0,18.67,18.67,16.69,0.0
2025-03-01 21:00:00,0.0,22.98,22.98,51.26,0.0
2025-03-01 22:00:00,0.0,32.74,32.74,34.62,0.0
2025-03-01 23:00:00,0.0,29.22,29.22,12.82,0.0
2025-03-02 00:00:00,0.0,20.05,20.05,8.54,0.0
2025-03-02 01:00:00,0.0,17.46,17.46,11.31,0.0
2025-03-02 02:00:00,0.0,22.4,22.4,22.18,0.0
2025-03-02 03:00:00,0.0,19.62,19.62,33.01,0.0
2025-03-02 04:00:00,0.0,29.71,29.71,4.35,0.0
2025-03-02 05:00:00,0.0,16.99,16.99,27.82,0.0
2025-03-02 06:00:00,0.0,36.21,36.21,32.57,0.0
2025-03-02 07:00:00,238.89,27.67,30.65,41.36,32.34
2025-03-02 08:00:00,392.67,36.16,41.07,4.66,67.33
2025-03-02 09:00:00,537.82,35.67,42.39,4.49,78.99
2025-03-02 10:00:00,836.61,40.0,50.46,64.69,88.27
2025-03-02 11:00:00,904.02,36.2,47.5,55.64,108.5
2025-03-02 12:00:00,1047.42,30.79,43.88,34.42,136.55
2025-03-02 13:00:00,786.22,34.61,44.44,19.08,136.51
2025-03-02 14:00:00,775.92,38.66,48.36,15.58,105.23
2025-03-02 15:00:00,744.07,28.54,37.84,35.76,113.99
2025-03-02 16:00:00,475.41,27.14,33.08,39.0,70.73
2025-03-02 17:00:00,252.6,28.97,32.13,21.32,40.62
2025-03-02 18:00:00,0.0,30.44,30.44,25.1,0.0
2025-03-02 19:00:00,0.0,26.45,26.45,37.39,0.0
2025-03-02 20:00:00,0.0,27.82,27.82,9.56,0.0
2025-03-02 21:00:00,0.0,23.25,23.25,9.05,0.0
2025-03-02 22:00:00,0.0,25.41,25.41,30.0,0.0
2025-03-02 23:00:00,0.0,19.34,19.34,19.57,0.0
2025-03-03 00:00:00,0.0,23.18,23.18,7.29,0.0
2025-03-03 01:00:00,0.0,27.97,27.97,58.56,0.0
2025-03-03 02:00:00,0.0,18.17,18.17,31.96,0.0
2025-03-03 03:00:00,0.0,23.73,23.73,11.25,0.0
2025-03-03 04:00:00,0.0,27.58,27.58,44.64,0.0
2025-03-03 05:00:00,0.0,25.77,25.77,18.32,0.0
2025-03-03 06:00:00,0.0,29.34,29.34,28.37,0.0
2025-03-03 07:00:00,177.35,29.75,31.97,58.57,23.97
2025-03-03 08:00:00,389.68,26.16,31.03,51.42,43.8
2025-03-03 09:00:00,671.42,24.79,33.18,37.81,88.86
2025-03-03 10:00:00,923.1,34.89,46.43,41.15,111.75
2025-03-03 11:00:00,895.52,33.06,44.26,23.96,124.03
2025-03-03 12:00:00,861.53,40.62,51.39,11.14,170.46
2025-03-03 13:00:00,1064.89,32.72,46.03,56.66,130.31
2025-03-03 14:00:00,691.79,20.27,28.92,46.14,75.69
2025-03-03 15:00:00,553.05,27.71,34.63,16.85,76.97
2025-03-03 16:00:00,515.33,27.2,33.64,44.26,63.96
2025-03-03 17:00:00,217.1,21.91,24.63,19.8,34.88
2025-03-03 18:00:00,0.0,24.17,24.17,28.28,0.0
2025-03-03 19:00:00,0.0,23.6,23.6,9.61,0.0
2025-03-03 20:00:00,0.0,26.97,26.97,37.8,0.0
2025-03-03 21:00:00,0.0,21.25,21.25,27.84,0.0
2025-03-03 22:00:00,0.0,22.78,22.78,75.89,0.0
2025-03-03 23:00:00,0.0,27.41,27.41,31.64,0.0
2025-03-04 00:00:00,0.0,24.93,24.93,30.6,0.0
2025-03-04 01:00:00,0.0,23.37,23.37,51.33,0.0
2025-03-04 02:00:00,0.0,19.78,19.78,44.29,0.0
2025-03-04 03:00:00,0.0,22.97,22.97,29.17,0.0
2025-03-04 04:00:00,0.0,29.53,29.53,15.92,0.0
2025-03-04 05:00:00,0.0,27.76,27.76,17.28,0.0
2025-03-04 06:00:00,0.0,32.34,32.34,10.33,0.0
2025-03-04 07:00:00,223.24,37.07,39.86,25.69,33.48
2025-03-04 08:00:00,411.16,31.83,36.97,47.82,55.71
2025-03-04 09:00:00,720.11,34.26,43.26,28.87,111.66
2025-03-04 10:00:00,875.28,26.0,36.94,33.2,138.79
2025-03-04 11:00:00,1039.42,37.29,50.28,29.67,143.27
2025-03-04 12:00:00,876.87,30.97,41.93,14.23,175.43
2025-03-04 13:00:00,820.25,33.78,44.03,42.3,103.35
2025-03-04 14:00:00,631.87,28.83,36.73,13.04,100.56
2025-03-04 15:00:00,664.18,28.81,37.11,62.52,79.19
2025-03-04 16:00:00,377.48,38.12,42.83,22.87,62.62
2025-03-04 17:00:00,262.52,25.39,28.67,81.51,18.35
2025-03-04 18:00:00,0.0,19.88,19.88,62.2,0.0
2025-03-04 19:00:00,0.0,19.08,19.08,39.89,0.0
2025-03-04 20:00:00,0.0,22.85,22.85,31.11,0.0
2025-03-04 21:00:00,0.0,19.45,19.45,28.88,0.0
2025-03-04 22:00:00,0.0,21.54,21.54,7.91,0.0
2025-03-04 23:00:00,0.0,22.23,22.23,15.33,0.0
2025-03-05 00:00:00,0.0,23.12,23.12,69.17,0.0
2025-03-05 01:00:00,0.0,22.23,22.23,24.59,0.0
2025-03-05 02:00:00,0.0,19.3,19.3,7.4,0.0
2025-03-05 03:00:00,0.0,31.11,31.11,38.04,0.0
2025-03-05 04:00:00,0.0,27.44,27.44,39.74,0.0
2025-03-05 05:00:00,0.0,28.37,28.37,31.21,0.0
2025-03-05 06:00:00,0.0,37.65,37.65,38.06,0.0
2025-03-05 07:00:00,241.19,31.96,34.98,8.67,43.88
2025-03-05 08:00:00,346.47,31.34,35.67,28.94,55.28
2025-03-05 09:00:00,630.15,35.43,43.31,37.03,77.48
2025-03-05 10:00:00,803.06,35.09,45.13,46.94,108.34
2025-03-05 11:00:00,888.61,33.98,45.09,20.91,130.35
2025-03-05 12:00:00,1042.43,32.23,45.26,18.73,155.65
2025-03-05 13:00:00,976.62,31.67,43.87,43.69,131.95
2025-03-05 14:00:00,773.58,31.44,41.11,39.9,100.1
2025-03-05 15:00:00,632.14,31.24,39.14,55.41,70.74
2025-03-05 16:00:00,524.2,28.7,35.25,5.57,116.29
2025-03-05 17:00:00,217.39,35.29,38.0,27.31,35.14
2025-03-05 18:00:00,0.0,25.25,25.25,12.99,0.0
2025-03-05 19:00:00,0.0,29.51,29.51,35.47,0.0
2025-03-05 20:00:00,0.0,24.21,24.21,29.7,0.0
2025-03-05 21:00:00,0.0,22.42,22.42,24.21,0.0
2025-03-05 22:00:00,0.0,22.63,22.63,65.3,0.0
2025-03-05 23:00:00,0.0,26.12,26.12,39.16,0.0
2025-03-06 00:00:00,0.0,26.52,26.52,59.02,0.0
2025-03-06 01:00:00,0.0,32.1,32.1,25.03,0.0
2025-03-06 02:00:00,0.0,21.94,21.94,29.93,0.0
2025-03-06 03:00:00,0.0,19.9,19.9,34.61,0.0
2025-03-06 04:00:00,0.0,25.6,25.6,24.03,0.0
2025-03-06 05:00:00,0.0,18.13,18.13,3.92,0.0
2025-03-06 06:00:00,0.0,30.95,30.95,34.31,0.0
2025-03-06 07:00:00,236.26,32.28,35.24,21.71,43.29
2025-03-06 08:00:00,465.99,39.71,45.53,10.85,86.12
2025-03-06 09:00:00,556.51,34.24,41.2,25.97,85.95
2025-03-06 10:00:00,739.69,31.43,40.68,7.7,122.93
2025-03-06 11:00:00,942.36,27.94,39.72,27.92,145.18
2025-03-06 12:00:00,858.59,41.12,51.85,45.82,108.0
2025-03-06 13:00:00,814.16,31.78,41.95,28.22,125.27
2025-03-06 14:00:00,749.68,31.5,40.87,9.42,133.48
2025-03-06 15:00:00,548.29,32.78,39.63,41.51,70.72
2025-03-06 16:00:00,440.02,39.25,44.75,10.89,85.06
2025-03-06 17:00:00,225.01,32.03,34.85,47.26,27.94
2025-03-06 18:00:00,0.0,24.35,24.35,31.73,0.0
2025-03-06 19:00:00,0.0,26.81,26.81,52.56,0.0
2025-03-06 20:00:00,0.0,20.09,20.09,22.81,0.0
2025-03-06 21:00:00,0.0,20.09,20.09,40.9,0.0
2025-03-06 22:00:00,0.0,23.11,23.11,28.45,0.0
2025-03-06 23:00:00,0.0,16.2,16.2,38.79,0.0
2025-03-07 00:00:00,0.0,19.65,19.65,4.13,0.0
2025-03-07 01:00:00,0.0,18.32,18.32,27.51,0.0
2025-03-07 02:00:00,0.0,22.53,22.53,12.04,0.0
2025-03-07 03:00:00,0.0,25.98,25.98,22.4,0.0
2025-03-07 04:00:00,0.0,23.39,23.39,41.49,0.0
2025-03-07 05:00:00,0.0,21.71,21.71,6.62,0.0
2025-03-07 06:00:00,0.0,31.7,31.7,12.95,0.0
2025-03-07 07:00:00,194.0,28.2,30.63,4.83,34.57
2025-03-07 08:00:00,438.85,37.76,43.25,15.35,77.53
2025-03-07 09:00:00,650.28,38.88,47.01,33.85,80.51
2025-03-07 10:00:00,729.46,34.42,43.54,10.3,119.79
2025-03-07 11:00:00,950.59,40.0,51.88,26.4,141.42
2025-03-07 12:00:00,777.6,26.36,36.08,23.09,123.05
2025-03-07 13:00:00,863.61,39.53,50.33,17.57,156.11
2025-03-07 14:00:00,720.23,36.11,45.12,7.24,128.04
2025-03-07 15:00:00,720.43,22.21,31.22,19.75,105.87
2025-03-07 16:00:00,441.18,32.81,38.32,16.93,72.02
2025-03-07 17:00:00,268.05,35.29,38.64,25.79,47.11
2025-03-07 18:00:00,0.0,21.68,21.68,17.07,0.0
2025-03-07 19:00:00,0.0,16.42,16.42,28.49,0.0
2025-03-07 20:00:00,0.0,22.79,22.79,26.89,0.0
2025-03-07 21:00:00,0.0,23.8,23.8,8.74,0.0
2025-03-07 22:00:00,0.0,17.02,17.02,46.38,0.0
2025-03-07 23:00:00,0.0,26.05,26.05,19.07,0.0
2025-03-08 00:00:00,0.0,25.6,25.6,4.89,0.0
2025-03-08 01:00:00,0.0,21.69,21.69,8.09,0.0
2025-03-08 02:00:00,0.0,17.61,17.61,40.85,0.0
2025-03-08 03:00:00,0.0,25.1,25.1,63.62,0.0
2025-03-08 04:00:00,0.0,23.43,23.43,25.11,0.0
2025-03-08 05:00:00,0.0,29.82,29.82,28.7,0.0
2025-03-08 06:00:00,0.0,34.46,34.46,15.87,0.0
2025-03-08 07:00:00,238.49,27.95,30.93,17.05,44.08
2025-03-08 08:00:00,488.45,25.54,31.65,42.3,75.21
2025-03-08 09:00:00,669.56,28.06,36.43,25.1,132.73
2025-03-08 10:00:00,799.58,13.18,23.17,33.7,102.44
2025-03-08 11:00:00,906.16,33.42,44.75,34.9,142.78
2025-03-08 12:00:00,1023.69,30.69,43.48,57.18,96.61
2025-03-08 13:00:00,826.37,29.99,40.32,16.33,136.11
2025-03-08 14:00:00,805.77,29.31,39.38,28.3,115.52
2025-03-08 15:00:00,669.31,28.23,36.6,33.98,91.61
2025-03-08 16:00:00,468.28,40.6,46.46,46.19,63.83
2025-03-08 17:00:00,261.16,31.64,34.9,41.37,36.22
2025-03-08 18:00:00,0.0,39.41,39.41,39.96,0.0
2025-03-08 19:00:00,0.0,23.09,23.09,13.87,0.0
2025-03-08 20:00:00,0.0,17.16,17.16,24.33,0.0
2025-03-08 21:00:00,0.0,23.21,23.21,61.33,0.0
2025-03-08 22:00:00,0.0,30.15,30.15,32.26,0.0
2025-03-08 23:00:00,0.0,23.86,23.86,45.67,0.0
2025-03-09 00:00:00,0.0,19.52,19.52,56.75,0.0
2025-03-09 01:00:00,0.0,28.45,28.45,7.38,0.0
2025-03-09 02:00:00,0.0,18.2,18.2,22.64,0.0
2025-03-09 03:00:00,0.0,26.61,26.61,10.69,0.0
2025-03-09 04:00:00,0.0,20.4,20.4,41.63,0.0
2025-03-09 05:00:00,0.0,19.87,19.87,26.41,0.0
2025-03-09 06:00:00,0.0,20.39,20.39,28.91,0.0
2025-03-09 07:00:00,250.86,33.22,36.35,28.6,31.25
2025-03-09 08:00:00,413.03,29.93,35.1,15.91,72.36
2025-03-09 09:00:00,573.75,25.16,32.33,67.99,65.97
2025-03-09 10:00:00,748.91,35.05,44.42,15.0,164.07
2025-03-09 11:00:00,852.32,24.4,35.06,2.38,170.47
2025-03-09 12:00:00,882.83,38.79,49.82,3.02,146.83
2025-03-09 13:00:00,971.43,32.39,44.53,20.12,159.5
2025-03-09 14:00:00,701.31,38.29,47.05,26.88,108.06
2025-03-09 15:00:00,772.77,32.44,42.1,46.79,83.93
2025-03-09 16:00:00,488.84,25.56,31.67,25.83,72.67
2025-03-09 17:00:00,262.78,19.39,22.67,23.91,45.28
2025-03-09 18:00:00,0.0,29.25,29.25,3.04,0.0
2025-03-09 19:00:00,0.0,19.27,19.27,18.26,0.0
2025-03-09 20:00:00,0.0,22.38,22.38,24.45,0.0
2025-03-09 21:00:00,0.0,26.02,26.02,57.42,0.0
2025-03-09 22:00:00,0.0,22.76,22.76,14.16,0.0
2025-03-09 23:00:00,0.0,23.77,23.77,22.41,0.0
2025-03-10 00:00:00,0.0,24.08,24.08,17.86,0.0
2025-03-10 01:00:00,0.0,27.72,27.72,38.93,0.0
2025-03-10 02:00:00,0.0,22.67,22.67,24.42,0.0
2025-03-10 03:00:00,0.0,28.71,28.71,19.94,0.0
2025-03-10 04:00:00,0.0,25.24,25.24,21.0,0.0
2025-03-10 05:00:00,0.0,17.39,17.39,28.6,0.0
2025-03-10 06:00:00,0.0,41.46,41.46,38.73,0.0
2025-03-10 07:00:00,233.87,31.99,34.91,51.11,29.79
2025-03-10 08:00:00,367.83,17.3,21.89,62.52,38.63
2025-03-10 09:00:00,615.4,32.2,39.89,30.67,107.53
2025-03-10 10:00:00,727.71,22.28,31.37,31.12,112.6
2025-03-10 11:00:00,906.96,27.64,38.98,25.38,140.66
2025-03-10 12:00:00,868.03,27.79,38.64,51.5,92.08
2025-03-10 13:00:00,924.96,24.56,36.12,18.35,146.93
2025-03-10 14:00:00,742.47,35.3,44.58,13.25,134.66
2025-03-10 15:00:00,672.07,30.14,38.54,31.26,94.33
2025-03-10 16:00:00,493.94,28.39,34.57,46.29,59.89
2025-03-10 17:00:00,225.45,21.48,24.3,18.28,36.61
2025-03-10 18:00:00,0.0,30.06,30.06,19.05,0.0
2025-03-10 19:00:00,0.0,26.08,26.08,31.25,0.0
2025-03-10 20:00:00,0.0,26.96,26.96,20.34,0.0
2025-03-10 21:00:00,0.0,24.64,24.64,59.94,0.0
2025-03-10 22:00:00,0.0,23.19,23.19,38.33,0.0
2025-03-10 23:00:00,0.0,21.38,21.38,41.62,0.0
2025-03-11 00:00:00,0.0,16.56,16.56,18.47,0.0
2025-03-11 01:00:00,0.0,17.32,17.32,22.1,0.0
2025-03-11 02:00:00,0.0,24.13,24.13,81.13,0.0
2025-03-11 03:00:00,0.0,24.75,24.75,40.87,0.0
2025-03-11 04:00:00,0.0,29.18,29.18,63.1,0.0
2025-03-11 05:00:00,0.0,22.01,22.01,56.02,0.0
2025-03-11 06:00:00,0.0,38.27,38.27,61.21,0.0
2025-03-11 07:00:00,209.12,35.94,38.56,12.8,29.09
2025-03-11 08:00:00,415.65,29.37,34.56,43.32,57.44
2025-03-11 09:00:00,627.08,37.14,44.98,16.85,114.39
2025-03-11 10:00:00,665.41,26.61,34.93,42.97,83.96
2025-03-11 11:00:00,908.14,29.09,40.44,40.37,109.77
2025-03-11 12:00:00,1071.98,26.26,39.66,12.02,152.41
2025-03-11 13:00:00,873.66,26.59,37.51,20.02,141.49
2025-03-11 14:00:00,717.82,43.46,52.43,29.36,95.42
2025-03-11 15:00:00,628.55,42.05,49.91,36.05,79.9
2025-03-11 16:00:00,407.84,31.85,36.95,53.49,53.28
2025-03-11 17:00:00,236.91,27.72,30.68,15.39,38.19
2025-03-11 18:00:00,0.0,28.9,28.9,11.39,0.0
2025-03-11 19:00:00,0.0,21.23,21.23,30.9,0.0
2025-03-11 20:00:00,0.0,26.32,26.32,8.98,0.0
2025-03-11 21:00:00,0.0,23.35,23.35,16.68,0.0
2025-03-11 22:00:00,0.0,23.85,23.85,37.92,0.0
2025-03-11 23:00:00,0.0,28.0,28.0,20.53,0.0
2025-03-12 00:00:00,0.0,25.74,25.74,80.09,0.0
2025-03-12 01:00:00,0.0,21.99,21.99,4.31,0.0
2025-03-12 02:00:00,0.0,21.41,21.41,10.11,0.0
2025-03-12 03:00:00,0.0,25.04,25.04,3.31,0.0
2025-03-12 04:00:00,0.0,32.16,32.16,35.5,0.0
2025-03-12 05:00:00,0.0,29.99,29.99,15.09,0.0
2025-03-12 06:00:00,0.0,34.41,34.41,3.62,0.0
2025-03-12 07:00:00,231.21,36.74,39.63,29.05,37.29
2025-03-12 08:00:00,462.52,35.15,40.93,70.08,49.92
2025-03-12 09:00:00,650.19,26.45,34.58,23.19,116.9
2025-03-12 10:00:00,775.64,37.32,47.01,30.21,123.18
2025-03-12 11:00:00,1013.29,21.69,34.36,14.64,186.19
2025-03-12 12:00:00,979.78,30.98,43.23,21.32,157.31
2025-03-12 13:00:00,720.42,28.63,37.64,10.12,134.51
2025-03-12 14:00:00,772.75,30.24,39.9,3.65,116.18
2025-03-12 15:00:00,693.59,23.55,32.22,65.53,67.19
2025-03-12 16:00:00,386.29,22.08,26.91,21.74,64.52
2025-03-12 17:00:00,250.51,30.14,33.28,35.22,35.17
2025-03-12 18:00:00,0.0,23.07,23.07,48.24,0.0
2025-03-12 19:00:00,0.0,26.23,26.23,9.95,0.0
2025-03-12 20:00:00,0.0,19.34,19.34,16.52,0.0
2025-03-12 21:00:00,0.0,30.09,30.09,41.71,0.0
2025-03-12 22:00:00,0.0,24.57,24.57,27.77,0.0
2025-03-12 23:00:00,0.0,17.43,17.43,33.66,0.0
2025-03-13 00:00:00,0.0,25.3,25.3,8.67,0.0
2025-03-13 01:00:00,0.0,24.11,24.11,16.84,0.0
